name,head_position,facial_expression,eye_state,resolution
tammo,left,sad,sunglasses,2
tammo,left,sad,sunglasses,4
tammo,right,angry,open,1
tammo,right,angry,open,2
tammo,right,angry,open,4
tammo,right,angry,sunglasses,1
tammo,right,angry,sunglasses,2
tammo,right,angry,sunglasses,4
tammo,right,happy,sunglasses,1
tammo,right,happy,sunglasses,2
tammo,right,happy,sunglasses,4
tammo,right,neutral,open,1
tammo,right,neutral,open,2
tammo,right,neutral,open,4
tammo,right,neutral,sunglasses,1
tammo,right,neutral,sunglasses,2
tammo,right,neutral,sunglasses,4
tammo,right,sad,sunglasses,1
tammo,right,sad,sunglasses,2
tammo,right,sad,sunglasses,4
tammo,straight,angry,open,1
tammo,straight,angry,open,2
tammo,straight,angry,open,4
tammo,straight,angry,sunglasses,1
tammo,straight,angry,sunglasses,2
tammo,straight,angry,sunglasses,4
tammo,straight,happy,open,1
tammo,straight,happy,open,2
tammo,straight,happy,open,4
tammo,straight,happy,sunglasses,1
tammo,straight,happy,sunglasses,2
tammo,straight,happy,sunglasses,4
tammo,straight,neutral,open,1
tammo,straight,neutral,open,2
tammo,straight,neutral,open,4
tammo,straight,neutral,sunglasses,1
tammo,straight,neutral,sunglasses,2
tammo,straight,neutral,sunglasses,4
tammo,straight,sad,open,1
tammo,straight,sad,open,2
tammo,straight,sad,open,4
tammo,straight,sad,sunglasses,1
tammo,straight,sad,sunglasses,2
tammo,straight,sad,sunglasses,4
tammo,up,angry,open,1
tammo,up,angry,open,2
tammo,up,angry,open,4
tammo,up,angry,sunglasses,1
tammo,up,angry,sunglasses,2
tammo,up,angry,sunglasses,4
tammo,up,happy,open,1
tammo,up,happy,open,2
tammo,up,happy,open,4
tammo,up,happy,sunglasses,1
tammo,up,happy,sunglasses,2
tammo,up,happy,sunglasses,4
tammo,up,neutral,open,1
tammo,up,neutral,open,2
tammo,up,neutral,open,4
tammo,up,neutral,sunglasses,1
tammo,up,neutral,sunglasses,2
tammo,up,neutral,sunglasses,4
tammo,up,sad,open,1
tammo,up,sad,open,2
tammo,up,sad,open,4
tammo,up,sad,sunglasses,1
tammo,up,sad,sunglasses,2
tammo,up,sad,sunglasses,4
